,companycode,companyname,companysource,meituanid,provincename,cityname,postalname,companyaddress,longitude,latitude,destinephone,shopphonenum,confirmstatus,updatedate,ismatched
2244,7096,炫酷量贩式KTV,美团,2353960,湖南省,长沙市,长沙县,湖南省长沙市长沙县兴湘龙街道万家丽北路185号 ,113.063350,28.272771,0731-86881999,1,确定,2020/8/17,
2245,7098,维也纳音乐神话,美团,50326498,四川,成都,温江区,四川成都 温江区柳南四路38号－46号（近创业街） ,103.829135,30.683894, 028-61937868,4,确定,2020.8.17,是
2246,7099,纯唛主题量贩KTV,美团,51944733,江苏省,常州市,溧阳市, 溧阳市燕山中路28号淘宝城4楼 ,119.47738,31.408141, 0519-87291999,5,确定,2020/7/28,
2247,7102,创想钱贵KTV视听歌城（美食街店）,美团,897241,江苏省,苏州市,张家港市,张家港市杨舍东街58号（美食街西头）（近河东路） ,120.547196,31.86307,0512-58131313,2,确定,2020/8/13,
2248,7105,集结号量贩KTV（云路桥店）,美团,4928836,安徽省,六安市,裕安区,裕安区云路街双子星城（云路桥） ,116.491347,31.757176,0564-3348855,2,确定,2020/8/6,
2249,7106,星聚汇KTV（径河店）,美团,63663828,湖北省,武汉,东西湖区,东西湖区东径河十字西街5号尚客优快捷酒店3层 ,114.163226,30.678631,027-83377598,0,确定,2020/8/10,
2250,7107,五星娱乐主题量贩式KTV,,62982167,黑龙江,黑河,五大连池市,黑龙江黑河 五大连池市国道与二道街交叉口鑫瑞广场,"126.207852,48.514632",48.51523982,0456-6178888,0,确定,2020.8.6,
2251,7110,好乐迪量贩KTV（财富店）,美团,41621470,四川,成都,锦江区,四川成都 锦江区大业路6号财富中心5楼 ,104.069733,30.652183, 028-89992333||18208143479,7,确定,2020.8.14,是
2252,7114,玩美KTV,美团,63662619,四川,成都,金堂县,四川成都金堂县学府大道279号5栋3层302号 ,104.460194,30.848056, 028-84996500||15928107383,1,确定,2020.8.14,是
2253,7115,爱尚纯k汇,美团,88293135,四川,南充,仪陇县,四川南充仪陇县滨江大道6段（上鼎国际酒店正对面） ,106.292452,31.263977,0817-7975555||17608019988,1,确定,2020.8.5,是
2254,7118,皇朝KTV,美团,4654476,湖南省,岳阳市,临湘市,湖南省岳阳市临湘市星河广场西侧电力大厦3楼（原金沙） ,113.453491,29.470942,0730-3602666,1,确定,2020/8/13,
2255,7119,小巨蛋量贩式KTV,,50239306,吉林,长春,宽城区,吉林长春宽城区一匡街亚泰大街交汇,125.33835053,43.92404045,0431-88336609,1,确定,2020.8.7,
2256,7122,宝乐迪量贩KTV（天城路店）,美团,42380995,浙江省,杭州市,江干区, 江干区天城路64号2楼（万事利大厦旁） ,120.203742,30.28768, 0571-86937555,4,确定,2020/7/30,
2257,7123,麦峰纯k,,52590874,吉林,长春,绿园区,吉林长春汽车产业开发区长沈路与兴顺路交叉口北行100米 ,125.22290826,43.83802478,0431-81666555,1,确定,2020.8.10,
2258,7126,新城百度火吧,,5425128,青海,西宁,城西区,青海西宁城西区五四大街35号,101.74271107,36.63867204,0971-8229229,1,确定,,
2259,7127,极度空间,,42790323,辽宁,葫芦岛,连山区, 连山区玫瑰园小区7-7号 ,"120.845211,40.753961",40.75219868,13904297366,1,确定,2020.8.11,
2260,7128,红馆纯K-PARTY（乐从店）,美团,41791019,广东,佛山,顺德区, 顺德区乐从新桂路18号新都汇大厦F3（天佑城隔壁） ,113.10654402,22.94719996,0757-28080000,0,确定,7.3,
2261,7129,同一首歌音乐会所,,40428911,内蒙古,巴彦淖尔,乌拉特前旗,内蒙古巴彦淖尔乌拉特前旗水利路与乡企大街交口北100米路东,108.65067601,40.7304784,13604786808,0,确定,2020.8.12,
2262,7131,宝乐迪KTV,美团,50638716,山东省,临沂市,平邑县,平邑县朝阳路425号,117.63804,35.49431,0539-4188888,0,确定,2020/8/5,
2263,7136,音皇量贩式音乐广场,美团,75434748,江西,萍乡,上栗县,江西省萍乡市上栗县滨河北路栗都购物广场三楼 ,113.797491,27.873211,0799-3676999,1,确定,2020/8/4,
2264,7138,K100量贩式KTV,美团,1538983,广东,佛山,高明区, 高明区荷城街道河江社区泰华路1号 ,112.854933,",22.901515",0757-88269999,0,确定,7.29,
2265,7139,爱唱KTV,美团,159059295,河南省,周口市,商水县,河南省周口市商水县地址:商宁路（建业城对面）新农贸市场南300米168号 ,114.598241,33.556214,0394-8708708,1,确定,2020/8/18,
2266,7147,北奥KTV,美团,98791806,云南,红河哈尼族彝族自治州,个旧市,云南红河 个旧市青年路文化宫菜市场内,103.158694,23.358001,0873-2135999,1,确定,2020.8.11,是
2267,7150,星音悦KTV（盛岸天虹店）,美团,50351373,江苏省,无锡市,惠山区,惠山区盛岸西路与玉泉街交口南70米 ,120.23804,31.61015,0510-66900111,1,确定,2020/8/19,
2268,7155,印象KTV（前进大街店）,,63849691,吉林,长春,朝阳区,吉林长春朝阳区前进大街,125.28916419,43.84476096,0431-82870111,1,确定,2020.8.7,
2269,7157,台北纯k（项王故里店）,美团,40399624,江苏省,宿迁市,宿城区,宿城区项王路与幸福南路交叉口（项王故里西楚大街2号楼） ,118.30127,33.94218,0527-88990088,0,确定,2020/8/19,
2270,7164,红派KTV,美团,164357285,福建省,厦门市,翔安区,福建省厦门市翔安区宋坂路258号 ,118.246062,24.614164,0592-7762999,2,确定,2020/8/6,
2271,7165,天籁之音时尚KTV,美团,52288676,江西省,赣州市,于都县,江西省赣州市于都县贡江镇站前南路香格里拉酒店旁 ,115.41974,25.97054,0797-6390888,0,确定,2020/7/27,
2272,7166,王府7号主题量贩式KTV,美团,51244946,广西,贵港,港北区,广西贵港港北区建设中路55号丰宝王府井3楼,109.60460901,23.08988771, 0775-4389000||4389288,2,确定,7.31,
2273,7169,京爵七号馆时尚元素KTV（虎门店）,美团,6534890,广东,东莞,东莞, 虎门镇宁馨中路124号 ,"113.722977,",22.811218, 0769-82274511,5,确定,7.28,
2274,7170,锦豪门KTV,美团,66351307,河南省,南阳市,西峡县,河南省南阳市西峡县东环路工业大道283号爱家时尚酒店旁 ,111.501662,33.287213,0377-60207555,0,确定,2020/8/3,
2275,7171,壹号频道量贩式KTV,美团,90897952,山东省,聊城市,冠县,冠县汽车站建安商贸城路南 ,115.45138,36.496521,0635-5789666,1,确定,2020/8/5,
2276,7174,凯乐迪量贩式KTV（馨宜新天地广场店）,美团,40506218,福建省,莆田市,荔城区,福建省莆田市荔城区东圳东路馨宜新天地广场4F ,119.038601,25.447075,0594-2020666,0,确定,2020/8/4,
2277,7175,唱动主题量贩式KTV,美团,50934543,江西省,赣州市,章贡区,江西省赣州市章贡区开发区汽车南站红绿灯旁（客家大道建材市场汽车南站旁）,114.90197,25.83476,0797-7078666,0,确定,2020/7/27,
2278,7177,红派量贩式KTV(乐从店),美团,52726814,广东,佛山,顺德区,广东佛山顺德区乐从镇映翠北路1号钜隆风度广场二楼,113.08414221,22.94900795,0757-28826000||0757-28865111,1,确定,7.3,
2279,7178,DNA蒂娜量贩式KTV,,61861724,辽宁,辽阳,灯塔市,辽宁辽阳： 白塔区中心路27号，二道街小学东50米 ,"123.189545,41.267196",41.42129353,0419-6655333,0,确定,2020.8.11,
2280,7180,银庄量贩式KTV,,61617967,吉林,吉林,磐石市,吉林吉林 磐石市石城大街长营超市旁,"126.069885,42.938002",42.93883121,0432-05681030,1,确定,2020.8.7,
2281,7190,梦之声主题KTV,美团,40053224,广西,来宾,兴宾区,广西来宾兴宾区中南路118号4楼,109.23601985,23.72813513,0772-8908888,1,确定,8.7,
2282,7191,满天星ktv,美团,63598563,福建省,漳州市,芗城区,福建省漳州市芗城区胜利西路香江新城 ,117.636223,24.515065,0596-2571999,0,确定,2020/8/14,
2283,7198,穗丰量贩ktv,美团,51779648,贵州,六盘水,盘县,贵州六盘水盘县城盘州市城关解放南路128号（穗丰大酒店3楼）,104.657767,25.781093,0858-3136366,3,确定,2020.7.23,是
2284,7207,普乐星量贩KTV（狮山店）,美团,2369983,江苏省,苏州市,高新区,高新区狮山路12号金狮大厦2楼（江苏银行对面） ,120.56881,31.294421,0512-66610333,2,确定,2020/8/13,
2285,7213,夜火KTV,美团,81550001,广东,深圳,宝安区,广东深圳市龙华花半里大厦二楼,114.04737711,22.67245163,0755-23739990,1,确定,8.13,
2286,7220,歌帝KTV,美团,169095548,四川,成都,郫县,四川成都 郫县东风路33号安方大厦一楼 ,104.02036,30.76647, 18919574936||18380475996,7,确定,2020.8.17,是
2287,7221,佳乐迪纯k,美团,52789277,四川,资阳,安岳县,  四川资阳 安岳县岳阳镇柠都大道51号2楼201号（雅图电影院2楼） ,30.099671,105.35355, 028-24066666,3,确定,2020.7.24,是
2288,7225,金乐迪量贩式KTV（大学城店）,美团,2464483,重庆,重庆,沙坪坝区,重庆省重庆 沙坪坝区大学城熙街(建设银行后面)24号楼2F（近保利万和熙街影城） ,"106.302192,",29.604954,023-65395888,5,确定,2020.7.28,是
2289,7238,新皇家一号,美团,195970709,安徽省,淮南市,田家庵区,田家庵区淮河大道北段新旺龙浴场北侧,117.007373,32.641409, 0554-8566665,5,确定,2020/8/3,
2290,7240,月港湾时尚KTV（日月光中心广场店）,美团,51295539,重庆,重庆,渝中区,重庆省重庆渝中区民权路89号日月光中心广场3楼（距较场口站约144米）,106.572037,29.55393,023-63923999,6,确定,2020.7.28,是
2291,7242,风尚主题KTV,美团,95821151,陕西省,西安市,长安区,陕西省西安市长安区东大街道办万家和购物广场3楼（近东大一街） ,108.769557,34.038105,029-63681111,5,确定,2020/8/24,
2292,7243,夜苏舟.唱吧（东城店）,美团,892166,江苏省,苏州市,工业园区,工业园区东环路世纪广场5号楼302-307室（杨枝塘口） ,120.655967,31.289259,0512-62886850,1,确定,2020/8/13,
2293,7244,南国唛田主题量贩KTV（万达店）,美团,41084432,江苏省,苏州市,姑苏区,姑苏区人民路3188号万达广场C座4楼 ,120.613958,31.344047,0512-66687888,3,确定,2020/8/13,
2294,7245,钻石钱柜量贩式KTV（罗庄店）,美团,90776,山东省,临沂市,罗庄区,罗庄区罗五路与龙潭路交汇处向南100米东,118.285461,34.975883,0539-8183333,2,确定,2020/8/5,
2295,7247,热都大酒店,美团,191517437,云南,玉溪,元江哈尼族彝族傣族自治县,云南玉溪元江哈尼族彝族傣族自治县澧江路72号（交警大队斜对面）,"23.594881,",101.99916,0877-6553333,5,确定,2020.7.29,是
2296,7254,金柜KTV（义蓬店）,美团,6083064,浙江省,杭州市,萧山区, 萧山区义蓬镇三江超市旁（三江购物超市2-3楼） ,120.48997,30.25621,0571-82857377,0,确定,2020/7/30,
2297,7258,音乐空间KTV,美团,6785234,安徽省,合肥市,肥西县, 肥西县西庐文达商业街5号 ,117.020871,31.741653, 0551-68596966,2,确定,2020/7/31,
2298,7264,宝乐迪量贩式KTV,美团,168114575,湖北市,荆门市,掇刀区,湖北市荆门市掇刀区水产路1号海滨酒店3楼(洪源市场斜对面) ,112.216010,31.038131,0724-2385999,1,确定,2020/7/29,
2299,7266,凯乐会量贩KTV（国防大厦总店）,美团,639780,广东,广州,天河区,天河区黄埔大道西505号易通大厦1-3楼（近国防大厦） ,"113.345241,",23.1265,020-38077888,1,确定,7.31,
2300,7269,K8量贩式KTV,美团,41513034,山东省,滨州市,无棣县, 无棣县棣新一路圣豪购物广场南50米路西,117.609471,37.740642,0543-6518888,0,确定,2020/7/28,
2301,7275,领域主题量贩式KTV,美团,51926068,河北省,唐山市,丰润区,河北省唐山市丰润区燕山路195号 ,118.145167,39.835651,0315-5275555||0315-5275558,3,确定,2020/8/7,
2302,7276,乐尚空间时尚KTV,美团,63300932,湖北,宜昌,伍家岗区,湖北省宜昌市伍家岗区中南路延伸路段东辰二号菜市场往旭东馨苑小区上行100米（兴发广场后）,111.331926,30.682903,0717-6258100||13872612160,1,确定,2020/8/12,
2303,7278,品秀量贩式KTV（李沧万达店）,美团,40780605,山东省,青岛市,李沧区,李沧区巨峰路万达广场二楼 ,120.433856,36.166608,0532-58885888,1,确定,2020/8/7,
2304,7285,1918量贩KTV（白泥坑店）,美团,42207189,广东,深圳,龙岗区, 龙岗区白泥坑金华伦大厦一楼 ,114.152417,",22.649339",0755-89338218,2,确定,8.14,
2305,7287,星座主题量贩式KTV,,189280201,吉林,长春,南关区,吉林长春南关区吉林长春地址是净月开发区新城大街1288号师大人文对面,125.410096,43.821654,0431-84512880,1,确定,2020.8.10,
2306,7288,金鸿量贩KTV,美团,50806392,四川,南充,顺庆区,四川南充 顺庆区滨江北路与镇江东路一段交界处金鸿大酒店负一楼 ,106.113056,30.828917, 0817-3397777,3,确定,2020.8.5,是
2307,7289,感觉纯K Pro（游仙师院店）,美团,6935534,四川,绵阳,游仙区,四川省绵阳 游仙区仙人路一段99号职业技术学院实训基地对面 ,104.781621,31.489323, 0816-2200565||18981101102,1,确定,2020.8.5,是
2308,7290,景泰县暮光之城,,1209728426,甘肃,白银,景泰县,甘肃景泰县一条山镇环城路（民安小区旁边）,"37.189754,104.076431",37.189886,13709737015,0,确定,2020.8.17,
2309,7291,酷琪KTV量贩,美团,1431086,湖南省,长沙市,雨花区,湖南省长沙市雨花区湘府中路117号（西雅君典旁） ,113.006490,28.110652,0731-82039999,2,确定,2020/8/17,
2310,7293,香月量贩KTV,美团,4602999,广东,广州,天河区,广东广州天河区 吉山珠吉路大淋岗自编62号 香月量贩式KTV,113.43680978,23.14282144, 020-32397377||32397277,0,确定,7.31,
2311,7296,泰乐迪量贩式KTV（璧山一店）,美团,52823826,重庆,重庆,璧山县,重庆省重庆 璧山区金剑路496号摩登时代广场2楼 ,29.564304,106.230729,023-41771888,5,确定,2020.7.27,是
2312,7297,百乐量贩KTV,美团,41601879,湖北省,随州市,曾都区,湖北省随州市曾都区舜井道香港街口九龙楼顺泰仓储上三楼（在水一方斜对面） ,113.378020,31.719500,0722-3333811,0,确定,2020/8/7,
2313,7308,新天港量贩KTV,美团,182571301,云南,临沧,耿马傣族佤族自治县,云南临沧 耿马县鑫源路鸿润华苑2幢105室 ,99.3986,23.52632,0883-6127488,0,确定,2020.8.6,是
2314,7311,淘乐派量贩KTV,美团,169991220,重庆,重庆,綦江区,重庆省重庆 綦江区东城大道永利豪庭内 ,106.933501,28.949272,023-48261999,0,确定,2020.7.27,是
2315,7321,星座音乐烤吧,美团,40292102,陕西省,延安市,安塞县,陕西省延安市安塞县省道206高架桥院子2楼 ,109.318495,36.878905,0911-6273166||13219622529,1,确定,2020/8/24,
2316,7330,英皇音乐会所,美团,4855805,福建省,南平市,延平区,福建省南平市延平区滨江南路30号附近（消防支队对面） ,118.172651,26.620702,0599-8720999,0,确定,2020/8/3,
2317,7334,百嘉乐KTV,美团,69341204,安徽省,合肥市,肥东县, 肥东县浮槎路中医院向南20米肥东四中东侧 ,117.476522,31.88946,0551-67748288,2,确定,2020/7/31,
2318,7337,金樽量贩式KTV,美团,42481852,四川,凉山彝族自治州,会理县,四川凉山彝族自治州 会理县108国道会理消防队斜对面 ,102.250534,26.669973,0834-5889888,2,确定,2020.8.6,是
2319,7346,皇室派对量贩KTV,美团,52069773,河南省,平顶山市,卫东区,河南省平顶山市卫东区矿工路与东环路交叉口向西200米路北（原机厂俱乐部山城宾馆） ,113.346011,33.741247,0375-7332555||0375-7391555,0,确定,2020/8/4,
2321,7349,北七星KTV,,91655405,辽宁,辽阳,灯塔市,辽宁辽阳灯塔市兆麟西路与繁荣街交汇处 北七星KTV,123.31865788,41.42147052,0419-8585555,1,确定,2020.8.11,
2322,7352,沸点100餐饮主题KTV,,1427003,甘肃,兰州,安宁区,甘肃 安宁区费家营什字飞天世纪新城南3F（近马老六） ,"103.71379,",36.103069, 0931-7681188,1,确定,2020.8.18,
2323,7354,YOYO纯K,美团,52308349,河南省,洛阳市,新安县,河南省洛阳市新安县黛眉广场西侧（滨湖新城南100米） ,112.123100,34.733521,0379-69760606,0,确定,2020/7/31,
2324,7355,唱嗨纯k,美团,61642536,上海市,上海市,崇明区,崇明区长兴镇凤滨路191号2楼 ,121.689504,31.390349,021-66858899,3,确定,2020/8/10,
2325,7361,锦城壹号KTV,美团,64976424,四川,成都,锦江区,四川成都 锦江区锦逸路53号锦城逸景a区 ,104.115489,30.588589, 028-87996677,5,确定,2020.8.14,是
2326,7368,金浩歌厅,,4590524,黑龙江,伊春,伊春区,黑龙江 伊美区和平街350号,"128.899245,47.73137",47.727313,13039688181,1,确定,2020.8.6,
2327,7370,你约我约主题量贩式KTV（桂中店）,美团,99042397,广西,柳州,城中区,广西柳州城中区沿江路7号双渔汇二楼,109.42417145,24.33717007,无,1,确定,8.7,
2328,7373,日不落KTV（零陵店）,美团,51067320,湖南省,永州市,零陵区,湖南省永州市零陵区芝山北路锦源金禧商贸广场2楼 ,111.622260,26.231840,0746-6627777||0746-6627776,0,确定,2020/8/13,
2329,7379,鑫客隆音乐会所,美团,1663448330,山西,晋中,太谷县,山西晋中太谷区新港湾南区3楼 ,112.562005,37.419841,无,1,确定,2020/8/21,
2330,7385,欢乐唱吧,美团,116076475,福建省,龙岩市,武平县,福建省龙岩市武平县育才路西厢村文化活动中心1-3层（联发中央公园书香第北80米）,116.091205,25.097997,0597-3236888,0,确定,2020/7/31,
2331,7387,天籁之音音乐餐吧,,62251941,甘肃,兰州,城关区,甘肃兰州西固区西固中路（北站25-26）,",103.62512",36.10783,0931-7211133/7211144,1,确定,2020.8.18,
2332,7390,麦纯量贩KTV,美团,96260176,上海市,上海市,嘉定区,嘉定区外冈镇沪宜公路6088号葛隆市场2楼 ,121.1527,31.388491,021-59145519,0,确定,2020/8/10,
2333,7397,星天地量贩KTV(勒流店),美团,64377870,广东,佛山,顺德区,广东佛山顺德区银城路银城市场2楼,113.13308716,22.85782743,0757-29390777,0,确定,7.3,
2334,7398,牵手KTV,美团,41687856,云南,大理白族自治州,弥渡县,云南大理白族弥渡县彩云路 ,100.48849,25.33776, 0872-8168633,0,确定,2020.8.13,是
2335,7400,皇钻量贩式KTV（波尔卡店）,美团,43524,安徽省,芜湖市,鸠江区,鸠江区越秀路18号宝翔大厦二层（近第二人民医院） ,118.370656,31.408349,0553-5880068,3,确定,2020/8/19,
2336,7402,美俪会KTV,美团,68121973,河南省,漯河市,郾城区,河南省漯河市郾城区舟山路与松江路交叉口南100米路西（36路公交车终点站） ,114.035156,33.593483,0395-3569999,5,确定,2020/7/31,
2337,7405,超越时尚ktv,美团,90950052,湖北省,襄阳市,谷城县,湖北省襄阳市谷城县石花镇六零桥头（老街路口） ,111.465107,32.277182,15172557800,1,确定,2020/8/11,
2338,7407,好声音KTV（南京路店）,美团,50253479,江苏省,徐州市,新沂市,新沂市南京路58号四楼（原维多利亚娱乐广场） ,118.353919,34.370037,0516-88672777,3,确定,2020/8/20,
2339,7408,钻石海岸音乐会所,,191590517,内蒙古,巴彦淖尔,乌拉特中旗,内蒙古巴彦淖尔 五原县前进路1号,"108.27741,41.088639",41.58468617,15047059276,,确定,2020.8.12,
2340,7416,欢唱量贩式KTV(陈村店),美团,50886390,广东,佛山,顺德区,广东佛山顺德区陈村镇佛陈路3号顺联广场旁锦龙商业楼4楼,113.23902369,22.95335494,0757-29395999,0,确定,7.3,
2342,7426,嗨秀派对KTV,美团,50560523,江苏省,苏州市,吴江区,吴江区中山北路25号（松陵饭店旁） ,120.643702,31.160976,0512-63769999,1,确定,2020/8/13,
2343,7427,宝乐迪量贩KTV,美团,6311799,广西,贺州,八步区,广西贺州八步区八达西路443号,111.53337479,24.41651679,0774-5264444/5261444,0,确定,8.5,
2344,7430,凯旋门,美团,1502545,福建省,厦门市,思明区,福建省厦门市思明区莲前西路明发商业广场东区168号 ,118.124359,24.477223,15213517093,1,确定,2020/8/6,
2345,7432,潮人k馆,美团,50281249,浙江省,舟山市,普陀区,普陀区沈家门街道海中洲商业广场6楼 ,122.3023,29.947791,0580-3882999,0,确定,2020/8/21,
2346,7433,异空间主题纯K,美团,92317347,云南,怒江傈僳族自治州,泸水县,云南怒江傈僳族自治州 泸水县怒江大桥异空间主题量贩KTV4层 ,98.855237,25.847353, 0886-3636888,1,确定,2020.8.4,是
2347,7435,麦地带KTV（中央门店）,美团,70835080,江苏省,南京市,鼓楼区,鼓楼区和燕路1号大家乐 ,118.785489,32.09674,025-52138288,1,确定,2020/8/6,
2348,7437,VK量贩KTV,美团,160587220,江西省,新余市,渝水区,江西省新余市渝水区仙中来大道58号复兴大厦2楼 ,114.928870,27.818981,0790-6335558,3,确定,2020/8/11,
2349,7438,天阙国际娱乐城,美团,66352704,河南省,三门峡市,灵宝市,河南省三门峡市灵宝市函谷路紫金宫西正对面 ,110.889553,34.525518,0398-2198008,0,确定,2020/8/5,
2350,7441,纬度KTV,美团,92896636,广东,江门,鹤山市, 鹤山市共和镇祥和路302号1座嘉纬广场旁3楼 ,112.884893,",22.580501",0750-8307333,0,确定,8.6,
2351,7443,高歌盛宴娱乐城,美团,40256633,广东,湛江,麻章区,广东湛江麻章区民兴二路1号,110.32966375,21.26682011,0759-3303111,0,确定,8.2,
2352,7448,博识达商务酒店,美团,150468073,云南,西双版纳傣族自治州,勐海县,云南省西双版纳傣族自治州勐海县勐遮镇惠勐公路黎明综合集贸市场旁（近黎明中学）,21.999272,100.259171,0691-5423333,4,确定,2020.7.30,是
2353,7451,春天里量贩KTV,美团,1152773,湖北省,武汉,洪山区,湖北省武汉市洪山区卓刀泉路特1号6-7楼（近虎泉街） ,114.369490,30.513929,027-59623888,2,确定,2020/8/10,
2354,7458,好声音KTV,美团,62740255,浙江省,宁波市,鄞州区,鄞州区天童南路1088号银泰环球城四楼 ,121.546249,29.797424,0574-88160111,1,确定,2020/8/7,
2355,7463,星乐迪时尚量贩KTV,美团,2259726,四川,宜宾,翠屏区,四川宜宾 翠屏区滨江路首席滨江4栋（近水东门） ,"104.630079,",28.769475,0831-8880099,1,确定,2020.7.29,是
2356,7464,阳光钱歌量贩KTV（福全店）,美团,68781858,浙江省,绍兴市,柯桥区,柯桥区福全镇福全环岛御品世家三楼 ,120.518018,29.993764,0575-85508822,3,确定,2020/8/12,
2357,7473,欢乐时光欢唱城,美团,68478061,新疆,昌吉回族自治州,奇台县,奇台县303省道汇通商贸城四楼 ,89.582681,44.010131,0994-7407999,1,确定,2020/8/24,
2358,7474,芒果KTV,美团,2370604,山东省,青岛市,黄岛区,黄岛区九华山路17号（近电力局） ,120.18853,35.967538,0532-86865383||0532-86890908,5,确定,2020/8/7,
2359,7475,帝都大酒店,美团,40314576,贵州,黔西南布依族苗族自治州,兴仁县,贵州省黔西南布依族苗族自治州兴义市神奇东路50号,24.826552,103.99701,0859-3122999||15508598266,5,确定,2020.8.3,是
2360,7479,军歌嘹亮量贩式KTV,美团,6631744,安徽省,淮南市,八公山区,八公山区八公山路与丁山路交口640米,116.839791,32.636271,0554-5620777,1,确定,2020/8/3,
2361,7481,金煌会所,美团,5803619,广东,揭阳,揭东区,广东揭阳揭东区炮台镇政府前面上二零六国道路口旁,116.48597717,23.51158005,0663-3839988,0,确定,8.6,
2362,7483,天垚量贩KTV,美团,51342958,重庆,重庆,江津区,重庆省重庆 江津区双庆路福城中央三期四号 ,106.276916,29.415985,023-47659888,5,确定,2020.7.27,是
2363,7488,海之林量贩KTV（电子正街店）,美团,668890,陕西省,西安市,雁塔区,陕西省西安市雁塔区电子正街447号3楼（老百姓大药房南侧） ,108.919926,34.210892,029-88245566,2,确定,2020/8/24,
2364,7491,简爱KTV,美团,52680595,江苏省,徐州市,鼓楼区,鼓楼区响山路常开大厦一层（徐州人家南门西侧） ,117.213738,34.273055,0516-87931222,1,确定,2020/8/20,
2365,7492,畅乐迪KTV（花都新华店）,美团,1031725,广东,广州,花都区,广州花都公益路23号钻石商务大厦,113.21754456,23.38574952, 020-36998180||020-36998280,2,确定,7.31,
2366,7493,陌陌KTV,美团,50641015,安徽省,宿州市,埇桥区,埇桥区银河一路县医院西50米 ,116.97788,33.64585,0557-5577000,0,确定,2020/8/19,
2367,7494,迷悦主题歌城KTV（成都友谊店）,美团,79099337,四川,成都,锦江区,四川成都 锦江区上东大街春熙路南口九龙新城6层（西南书城旁） ,104.075029,30.6537, 028-86586663||028-86586661,7,确定,2020.8.14,是
2368,7495,红派K吧（下沙店）,美团,2442939,浙江省,杭州市,江干区, 江干区天城东路159号东沙商业中心4楼（近下沙商贸城） ,120.334041,30.304772,0571-56925999||0571-56925666,4,确定,2020/7/30,
2369,7496,麦动量K,美团,193407783,福建省,宁德市,古田县,福建省宁德市古田县六一四路中央广场五楼 ,118.751205,26.575923,0593-3686688,0,确定,2020/8/4,
2370,7497,凯迪昱尊KTV,,51470480,辽宁,鞍山,铁西区,辽宁鞍山铁西区永乐,122.963812,41.112861,13889761998,0,确定,2020.8.10,
2371,7498,翡翠明珠娱乐城,美团,2147800,福建省,宁德市,福鼎市,福建省宁德市福鼎市富阳路体育馆1楼 ,120.216940,27.307460,0593-7933333,0,确定,2020/8/4,
2372,7499,星迪KTV,美团,50440970,湖北省,鄂州,鄂城区,湖北省鄂州市鄂城区武昌大道264号（影剧院对面）,114.886941,30.404425,0711-3858333||0711-3859333,0,确定,2020/7/24,
2373,7500,妙音量贩KTV,美团,65489472,云南,曲靖,罗平县,云南曲靖 罗平县观音街196号银泰酒店对面（近鲁布革街大道）,104.308206,24.895155, 0874-8226662,1,确定,2020.7.31,是
2374,7509,友情天地KTV,,41297690,内蒙古,巴彦淖尔,乌拉特前旗,内蒙古巴彦淖尔乌拉特前旗北环路大成商务酒店附近,108.65134656,40.72978326,15304788348,0,确定,2020.8.12,
2375,7512,百易吉·新零售KTV（东利店）,美团,42290639,福建省,福州市,闽侯县,福建省福州市闽侯县入城路139号东利大厦4-5楼 ,119.147301,26.147884,0591-22837888,0,确定,2020/7/27,
2376,7514,美乐迪KTV（双峰店）,美团,67849923,湖南省,娄底市,双峰县,湖南省娄底市双峰县城中路汇丰步行街4-5栋2楼 ,112.195611,27.460013,0738-6858788,0,确定,2020/7/31,
2377,7519,帝豪纯k,美团,40306206,四川,巴中,巴州区,"四川巴中巴州区滨河南路,三号桥下 ",106.759759,31.853088,0827-5888988,3,确定,2020.8.18,是
2378,7521,好声音主题量贩式KTV（朝阳广场店）,美团,67464362,江西省,宜春市,袁州区,江西省宜春市袁州区宜春南路朝阳广场489号（七家岭红绿灯路口） ,114.378691,27.787362,0795-3286888||0795-3296999,3,确定,2020/8/12,
2379,7526,音皇量贩KTV,美团,4491869,陕西省,西安市,未央区,陕西省西安市未央区建章路中段乐成大厦4楼（车辆厂体育场对面） ,108.842185,108.842185,029-89117711,2,确定,2020/8/21,
2380,7529,日日红KTV,,6695751,辽宁,葫芦岛,连山区,辽宁葫芦岛 连山区玫瑰园小区15-8号 ,"120.843915,40.75495",40.75453936,0429-5085101,1,确定,2020.8.11,
2381,7532,童话主题KTV,美团,79610292,四川,宜宾,南溪区,四川宜宾南溪区南溪街道北滨路江景郦城一楼 ,"104.97546,",",28.83069",0831-3332666,6,确定,2020.7.29,是
2382,7533,好声音量贩KTV,美团,2491679,四川,成都,郫县,四川成都 郫县红光金仪商贸中心三楼（西华大学西门对面） ,103.952067,30.782976,028-87802266,3,确定,2020.8.17,是
2383,7544,酷啦啦音乐空间,美团,597885,广东,深圳,宝安区, 宝安区新安街道办前进路南侧冠城世家1栋B2号商铺、C1号商铺部分（灵芝地铁站A1出口东南方向150米）,113.90607834,22.56725623, 0755-27663033/27663038,1,确定,8.13,
2384,7547,维也纳量贩KTV,美团,163462831,浙江省,温州市,鹿城区,鹿城区鞋都大道635号（至潮主题影城旁） ,120.60822,28.019961,0577-88765999,5,确定,2020/8/17,
2385,7548,上上时尚主题KTV,美团,69200275,河南省,漯河市,源汇区,河南省漯河市源汇区滨河路与五一路交叉口西100米路南 ,114.032595,33.577777,0395-2196888||0395-3195666,1,确定,2020/7/31,
